Date,Away,Awayscore,Home,Homescore
09-01-2023,Chicago Cubs,2,Cincinnati Reds,3
09-01-2023,Tampa Bay Rays,2,Cleveland Guardians,3
09-01-2023,Toronto Blue Jays,13,Colorado Rockies,9
09-01-2023,New York Yankees,6,Houston Astros,2
09-01-2023,Boston Red Sox,2,Kansas City Royals,13
09-01-2023,Atlanta Braves,6,Los Angeles Dodgers,3
09-01-2023,Philadelphia Phillies,5,Milwaukee Brewers,7
09-01-2023,Seattle Mariners,1,New York Mets,2
09-01-2023,Los Angeles Angels,2,Oakland Athletics,9
09-01-2023,San Francisco Giants,3,San Diego Padres,7
09-01-2023,Pittsburgh Pirates,4,St. Louis Cardinals,2
09-01-2023,Minnesota Twins,5,Texas Rangers,1
09-01-2023,Miami Marlins,8,Washington Nationals,5
09-02-2023,Baltimore Orioles,7,Arizona D'Backs,3
09-02-2023,Detroit Tigers,10,Chicago White Sox,0
09-02-2023,Chicago Cubs,1,Cincinnati Reds,2
09-02-2023,Tampa Bay Rays,6,Cleveland Guardians,7
09-02-2023,Toronto Blue Jays,7,Colorado Rockies,8
09-02-2023,New York Yankees,5,Houston Astros,4
09-02-2023,Boston Red Sox,9,Kansas City Royals,5
09-02-2023,Atlanta Braves,4,Los Angeles Dodgers,2
09-02-2023,Philadelphia Phillies,5,Milwaukee Brewers,7
09-02-2023,Seattle Mariners,8,New York Mets,7
09-02-2023,Los Angeles Angels,1,Oakland Athletics,2
09-02-2023,San Francisco Giants,1,San Diego Padres,6
09-02-2023,Pittsburgh Pirates,7,St. Louis Cardinals,6
09-02-2023,Minnesota Twins,9,Texas Rangers,7
09-02-2023,Miami Marlins,11,Washington Nationals,5
09-03-2023,Baltimore Orioles,8,Arizona D'Backs,5
09-03-2023,Detroit Tigers,3,Chicago White Sox,2
09-03-2023,Chicago Cubs,15,Cincinnati Reds,7
09-03-2023,Tampa Bay Rays,6,Cleveland Guardians,2
09-03-2023,Toronto Blue Jays,7,Colorado Rockies,5
09-03-2023,New York Yankees,6,Houston Astros,1
09-03-2023,Boston Red Sox,7,Kansas City Royals,3
09-03-2023,Atlanta Braves,1,Los Angeles Dodgers,3
09-03-2023,Philadelphia Phillies,4,Milwaukee Brewers,2
09-03-2023,Seattle Mariners,3,New York Mets,6
09-03-2023,Los Angeles Angels,6,Oakland Athletics,10
09-03-2023,San Francisco Giants,0,San Diego Padres,4
09-03-2023,Pittsburgh Pirates,4,St. Louis Cardinals,6
09-03-2023,Minnesota Twins,5,Texas Rangers,6
09-03-2023,Miami Marlins,6,Washington Nationals,4
09-04-2023,Baltimore Orioles,6,Los Angeles Angels,3
09-04-2023,Colorado Rockies,2,Arizona D'Backs,4
09-04-2023,San Francisco Giants,0,Chicago Cubs,5
09-04-2023,Seattle Mariners,3,Cincinnati Reds,6
09-04-2023,Minnesota Twins,20,Cleveland Guardians,6
09-04-2023,Chicago White Sox,1,Kansas City Royals,12
09-04-2023,Toronto Blue Jays,6,Oakland Athletics,5
09-04-2023,Milwaukee Brewers,2,Pittsburgh Pirates,4
09-04-2023,Philadelphia Phillies,9,San Diego Padres,7
09-04-2023,Boston Red Sox,7,Tampa Bay Rays,3
09-04-2023,Houston Astros,13,Texas Rangers,6
09-05-2023,Baltimore Orioles,5,Los Angeles Angels,4
09-05-2023,Colorado Rockies,3,Arizona D'Backs,2
09-05-2023,St. Louis Cardinals,10,Atlanta Braves,6
09-05-2023,San Francisco Giants,8,Chicago Cubs,11
09-05-2023,Seattle Mariners,6,Cincinnati Reds,7
09-05-2023,Minnesota Twins,8,Cleveland Guardians,3
09-05-2023,Chicago White Sox,6,Kansas City Royals,7
09-05-2023,Los Angeles Dodgers,3,Miami Marlins,6
09-05-2023,Detroit Tigers,1,New York Yankees,5
09-05-2023,Toronto Blue Jays,7,Oakland Athletics,1
09-05-2023,Milwaukee Brewers,7,Pittsburgh Pirates,3
09-05-2023,Philadelphia Phillies,0,San Diego Padres,8
09-05-2023,Boston Red Sox,6,Tampa Bay Rays,8
09-05-2023,Houston Astros,14,Texas Rangers,1
09-05-2023,New York Mets,11,Washington Nationals,5
09-06-2023,Baltimore Orioles,10,Los Angeles Angels,3
09-06-2023,Colorado Rockies,5,Arizona D'Backs,12
09-06-2023,St. Louis Cardinals,11,Atlanta Braves,6
09-06-2023,San Francisco Giants,2,Chicago Cubs,8
09-06-2023,Seattle Mariners,8,Cincinnati Reds,4
09-06-2023,Minnesota Twins,1,Cleveland Guardians,2
09-06-2023,Chicago White Sox,6,Kansas City Royals,4
09-06-2023,Los Angeles Dodgers,4,Miami Marlins,11
09-06-2023,Detroit Tigers,3,New York Yankees,4
09-06-2023,Toronto Blue Jays,2,Oakland Athletics,5
09-06-2023,Milwaukee Brewers,4,Pittsburgh Pirates,5
09-06-2023,Philadelphia Phillies,5,San Diego Padres,1
09-06-2023,Boston Red Sox,1,Tampa Bay Rays,3
09-06-2023,Houston Astros,12,Texas Rangers,3
09-06-2023,New York Mets,2,Washington Nationals,3
09-07-2023,Cleveland Guardians,2,Los Angeles Angels,3
09-07-2023,St. Louis Cardinals,5,Atlanta Braves,8
09-07-2023,Arizona D'Backs,6,Chicago Cubs,2
09-07-2023,Los Angeles Dodgers,10,Miami Marlins,0
09-07-2023,Detroit Tigers,10,New York Yankees,3
09-07-2023,Seattle Mariners,1,Tampa Bay Rays,0
09-08-2023,Cleveland Guardians,6,Los Angeles Angels,3
09-08-2023,Pittsburgh Pirates,2,Atlanta Braves,8
09-08-2023,Baltimore Orioles,11,Boston Red Sox,2
09-08-2023,Arizona D'Backs,1,Chicago Cubs,0
09-08-2023,St. Louis Cardinals,9,Cincinnati Reds,4
09-08-2023,Chicago White Sox,6,Detroit Tigers,0
09-08-2023,San Diego Padres,11,Houston Astros,2
09-08-2023,New York Mets,2,Minnesota Twins,5
09-08-2023,Milwaukee Brewers,8,New York Yankees,2
09-08-2023,Miami Marlins,3,Philadelphia Phillies,2
09-08-2023,Colorado Rockies,8,San Francisco Giants,9
09-08-2023,Seattle Mariners,4,Tampa Bay Rays,7
09-08-2023,Oakland Athletics,6,Texas Rangers,3
09-08-2023,Kansas City Royals,4,Toronto Blue Jays,5
09-08-2023,Los Angeles Dodgers,8,Washington Nationals,5
09-09-2023,Cleveland Guardians,2,Los Angeles Angels,6
09-09-2023,Pittsburgh Pirates,8,Atlanta Braves,4
09-09-2023,Baltimore Orioles,13,Boston Red Sox,12
09-09-2023,Arizona D'Backs,3,Chicago Cubs,2
09-09-2023,St. Louis Cardinals,4,Cincinnati Reds,3
09-09-2023,Chicago White Sox,1,Detroit Tigers,3
09-09-2023,San Diego Padres,5,Houston Astros,7
09-09-2023,New York Mets,4,Minnesota Twins,8
09-09-2023,Milwaukee Brewers,9,New York Yankees,2
09-09-2023,Miami Marlins,4,Philadelphia Phillies,8
09-09-2023,Colorado Rockies,1,San Francisco Giants,9
09-09-2023,Seattle Mariners,5,Tampa Bay Rays,7
09-09-2023,Oakland Athletics,2,Texas Rangers,3
09-09-2023,Kansas City Royals,1,Toronto Blue Jays,5
09-09-2023,Los Angeles Dodgers,6,Washington Nationals,7
09-10-2023,Cleveland Guardians,1,Los Angeles Angels,2
09-10-2023,Pittsburgh Pirates,2,Atlanta Braves,5
09-10-2023,Baltimore Orioles,3,Boston Red Sox,7
09-10-2023,Arizona D'Backs,2,Chicago Cubs,5
09-10-2023,St. Louis Cardinals,1,Cincinnati Reds,7
09-10-2023,Chicago White Sox,2,Detroit Tigers,3
09-10-2023,San Diego Padres,2,Houston Astros,12
09-10-2023,New York Mets,2,Minnesota Twins,0
09-10-2023,Milwaukee Brewers,3,New York Yankees,4
09-10-2023,Miami Marlins,5,Philadelphia Phillies,4
09-10-2023,Colorado Rockies,3,San Francisco Giants,6
09-10-2023,Seattle Mariners,3,Tampa Bay Rays,6
09-10-2023,Oakland Athletics,4,Texas Rangers,9
09-10-2023,Kansas City Royals,2,Toronto Blue Jays,5
09-10-2023,Los Angeles Dodgers,7,Washington Nationals,3
09-11-2023,St. Louis Cardinals,5,Baltimore Orioles,11
09-11-2023,Chicago Cubs,5,Colorado Rockies,4
09-11-2023,Oakland Athletics,4,Houston Astros,0
09-11-2023,San Diego Padres,11,Los Angeles Dodgers,8
09-11-2023,Miami Marlins,0,Milwaukee Brewers,12
09-11-2023,Tampa Bay Rays,7,Minnesota Twins,4
09-11-2023,Arizona D'Backs,4,New York Mets,3
09-11-2023,Atlanta Braves,10,Philadelphia Phillies,8
09-11-2023,Atlanta Braves,5,Philadelphia Phillies,7
09-11-2023,Washington Nationals,6,Pittsburgh Pirates,2
09-11-2023,Los Angeles Angels,8,Seattle Mariners,5
09-11-2023,Cleveland Guardians,4,San Francisco Giants,5
09-11-2023,Texas Rangers,10,Toronto Blue Jays,4
09-12-2023,St. Louis Cardinals,5,Baltimore Orioles,2
09-12-2023,New York Yankees,3,Boston Red Sox,2
09-12-2023,New York Yankees,4,Boston Red Sox,1
09-12-2023,Kansas City Royals,2,Chicago White Sox,6
09-12-2023,Kansas City Royals,11,Chicago White Sox,10
09-12-2023,Chicago Cubs,4,Colorado Rockies,6
09-12-2023,Cincinnati Reds,6,Detroit Tigers,5
09-12-2023,Oakland Athletics,6,Houston Astros,2
09-12-2023,San Diego Padres,2,Los Angeles Dodgers,11
09-12-2023,Miami Marlins,1,Milwaukee Brewers,3
09-12-2023,Tampa Bay Rays,2,Minnesota Twins,3
09-12-2023,Arizona D'Backs,4,New York Mets,7
09-12-2023,Atlanta Braves,7,Philadelphia Phillies,6
09-12-2023,Washington Nationals,1,Pittsburgh Pirates,5
09-12-2023,Los Angeles Angels,0,Seattle Mariners,8
09-12-2023,Cleveland Guardians,3,San Francisco Giants,1
09-12-2023,Texas Rangers,6,Toronto Blue Jays,3
09-13-2023,Tampa Bay Rays,,Minnesota Twins,
09-13-2023,Chicago Cubs,,Colorado Rockies,
09-13-2023,Cleveland Guardians,,San Francisco Giants,
09-13-2023,Los Angeles Angels,,Seattle Mariners,
09-13-2023,St. Louis Cardinals,,Baltimore Orioles,
09-13-2023,Washington Nationals,,Pittsburgh Pirates,
09-13-2023,Cincinnati Reds,,Detroit Tigers,
09-13-2023,Atlanta Braves,,Philadelphia Phillies,
09-13-2023,Texas Rangers,,Toronto Blue Jays,
09-13-2023,New York Yankees,,Boston Red Sox,
09-13-2023,Oakland Athletics,,Houston Astros,
09-13-2023,Arizona D'Backs,,New York Mets,
09-13-2023,Kansas City Royals,,Chicago White Sox,
09-13-2023,Miami Marlins,,Milwaukee Brewers,
09-13-2023,San Diego Padres,,Los Angeles Dodgers,
